,Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn,Tenure_year,Years_x_Num_Sites,Log_Total_Purchase
845,Garrett Walker,42.0,8271.02,0,4.24,9.0,2013-09-10 13:57:29,"561 Michael Alley Robinsonmouth, WA 87560",Hunt-Jarvis,0,Mid,38.160000000000004,9.020634014540258
846,Benjamin Richard,44.0,5002.58,0,4.57,11.0,2009-09-24 19:34:31,"341 Horne Parks Apt. 964 Wallermouth, AZ 23035","Johns, Ross and Harris",0,Mid,50.27,8.517908935210526
847,Timothy Brown,45.0,11187.93,1,4.95,9.0,2015-09-27 20:20:08,"7800 Riley Square Apt. 303 Jacquelineberg, HI 08954-7689","Roberts, Delgado and Burch",0,Mid,44.550000000000004,9.322680175643724
848,Beth Barnes,51.0,9764.39,1,6.03,8.0,2014-06-30 06:15:01,"763 Jillian Vista Suite 240 East Kurt, VI 53651","Allen, Parker and Washington",0,Old,48.24,9.186599781069324
849,Patricia Combs,44.0,8917.57,0,4.28,6.0,2006-07-19 10:37:21,Unit 1984 Box 6538 DPO AE 54529-1395,Mcintosh LLC,0,Mid,25.68,9.095890898821063
850,Brian Hill,37.0,9499.3,1,6.81,8.0,2015-09-03 18:14:17,"357 Mcfarland Squares Apt. 356 West Elizabethmouth, DE 60392","Lee, Valencia and Wood",0,Old,54.48,9.159078656037396
851,Nathaniel Sanchez,41.0,8502.52,0,6.0,10.0,2007-10-18 21:47:50,"58383 Clark Bridge Suite 540 East Jordan, IL 77693","Gutierrez, Gray and Morris",0,Mid,60.0,9.04823547440242
852,Tammy Pope,45.0,9576.07,1,7.01,8.0,2007-07-06 06:17:08,"9490 Kathryn Tunnel Suite 480 Shaneland, GA 26165-9694","Hays, Henson and Shelton",0,Old,56.08,9.167126978673148
853,Denise Watkins,47.0,9451.03,0,5.11,10.0,2006-06-28 17:50:11,"PSC 9819, Box 2842 APO AE 04352-2576",Price-Webb,0,Mid,51.1,9.153984812233205
854,Mrs. Elizabeth Salas,48.0,9722.23,1,5.98,6.0,2013-12-21 22:15:12,"393 Underwood Court Apt. 802 East Christopher, FM 75364",Hall-Berger,0,Mid,35.88,9.182273146780313
855,Jessica Morales,49.0,11227.48,0,5.1,9.0,2011-08-16 08:46:53,"1384 Wendy Ferry West Ryanburgh, ID 88650",Barrera-Hamilton,0,Mid,45.9,9.326208686835196
856,Mark Murphy,47.0,10718.97,0,5.74,7.0,2014-05-24 14:54:13,"64471 Joel Bypass Apt. 162 Lake Alyssabury, WA 71324-8954",Moore-Rios,0,Mid,40.18,9.279863636113415
857,Deborah Morgan,40.0,11799.72,0,3.0,8.0,2016-02-10 23:17:33,"773 Davis Ways Apt. 519 West Jamesbury, AR 35583","Wright, Lambert and Mcknight",0,New,24.0,9.37591582554145
858,Kiara Vasquez,38.0,13074.81,1,4.67,7.0,2011-07-05 04:27:00,"79384 York Cliff Suite 810 Lake Kristen, SC 81231-6853","Gonzales, Fuller and Cole",0,Mid,32.69,9.478519237301091
859,Zachary Howard,49.0,9000.36,0,4.13,11.0,2013-03-23 09:19:02,"PSC 9781, Box 0250 APO AP 24732","Peterson, Morgan and Wilson",0,Mid,45.43,9.105130956013333
860,Vanessa Myers,39.0,13731.45,1,8.15,10.0,2011-09-27 06:52:13,"1150 Archer Point Suite 946 Marksfurt, MH 51860",Welch-Larsen,0,Old,81.5,9.527516924212513
861,Beverly Hall,33.0,8556.73,0,4.21,9.0,2007-02-23 10:47:06,"145 Kelly Crest Apt. 419 Madelinehaven, OH 55835-0109","Johnson, Ingram and Hart",0,Mid,37.89,9.054590247051632
862,Kristin Williams,37.0,12410.67,0,6.12,6.0,2014-12-30 04:56:53,"942 Becker Inlet West Cassandramouth, NH 64437-6741",Warner Group,0,Old,36.72,9.426392438041123
863,Mrs. Sherri Zhang,48.0,11316.41,1,4.74,10.0,2008-07-19 16:08:41,Unit 8716 Box 6865 DPO AE 33780,"Rodriguez, Acosta and Guerra",0,Mid,47.400000000000006,9.334097526992212
864,Charles Schultz,35.0,13035.91,1,5.51,6.0,2015-09-22 23:07:05,"PSC 1774, Box 1074 APO AA 11178-4877",Vargas and Sons,0,Mid,33.06,9.475539844210248
865,Manuel Williams,36.0,5695.21,0,4.1,7.0,2006-06-05 01:17:08,"880 Teresa Harbors New Deborah, PA 97964-1536",Jackson Ltd,0,Mid,28.699999999999996,8.647556320389732
866,Kevin Hardy,43.0,6411.25,0,2.82,7.0,2014-08-08 14:46:25,"3070 Matthew Stream Suite 892 Mendozahaven, UT 47622",Rice PLC,0,New,19.74,8.765965502364262
867,Ann Johnson,42.0,9091.99,0,5.85,6.0,2014-03-27 05:11:22,"2091 Sims Ranch Lauraborough, KS 59292-0985",Walker Ltd,0,Mid,35.099999999999994,9.11525906597825
868,David Anderson,39.0,11680.91,1,6.35,7.0,2008-04-07 02:41:59,"63410 Mark Rapids North Christopherbury, NV 91856-5125",Smith LLC,0,Old,44.449999999999996,9.36579677041033
869,Nicholas Porter,44.0,8841.3,1,6.08,7.0,2008-04-02 15:07:40,Unit 8567 Box 8741 DPO AA 63221,Thompson-Savage,0,Old,42.56,9.08730230278596
870,Jose Gutierrez,51.0,7985.76,1,3.48,8.0,2006-07-28 15:47:41,"481 Andrews Freeway Apt. 222 Lake Alyssaburgh, TN 57832-1720","Smith, Phillips and Smith",0,Mid,27.84,8.985540449636567
871,Sarah Burns,35.0,11814.59,0,5.89,6.0,2013-06-28 13:22:40,"01740 Cynthia Rest Apt. 545 Bassburgh, MN 95437-1761",Frey-Burke,0,Mid,35.339999999999996,9.377175124895592
872,Dana Bailey,52.0,7077.34,1,5.6,8.0,2015-08-11 06:57:18,"61381 Cassandra Cliffs Apt. 605 West Frederickberg, PW 73455-0264","Gibson, Frost and Rivera",0,Mid,44.8,8.864794695920118
873,Diana Jackson,51.0,9879.37,0,3.55,10.0,2008-11-02 07:28:11,USNS Burnett FPO AA 61045,Stephens-Chavez,0,Mid,35.5,9.198305239433415
874,Scott Love,28.0,11128.95,1,5.12,8.0,2009-04-13 23:47:15,Unit 7738 Box 0206 DPO AA 88767-0662,Williams-Johnson,0,Mid,40.96,9.317394951896517
875,Doris Zimmerman,40.0,11575.55,1,5.22,5.0,2015-10-03 20:16:40,"3536 Rivera Springs Suite 771 New Marcusville, HI 22211-1439",Mitchell-Adams,0,Mid,26.099999999999998,9.356736779276643
876,Jeffrey Trevino,37.0,13268.55,0,3.92,11.0,2016-08-03 21:48:29,"0295 Mason Vista Suite 110 Ryanbury, IA 14087",Price-Ramirez,0,Mid,43.12,9.493227215673642
877,Anthony Vega,44.0,9351.88,1,4.32,6.0,2011-08-16 19:16:12,"PSC 9086, Box 2290 APO AP 24944-0330",Hall Group,0,Mid,25.92,9.143439596244258
878,James Owen,43.0,9735.41,0,6.12,8.0,2010-10-27 18:11:23,"802 Jeffrey Valleys Kevinbury, WV 86701-9336","Olson, Ortega and Hester",0,Old,48.96,9.183627745530893
879,Aaron Meyer,45.0,9598.03,0,5.0,7.0,2010-07-17 03:30:38,"35821 Bailey Skyway Alexisstad, NH 81472","Steele, Bates and Lane",0,Mid,35.0,9.169417330684208
880,Holly Hill,43.0,5805.53,0,5.44,5.0,2014-11-27 17:12:25,"6985 Kevin Flat South Debra, CO 13171",Shaw LLC,0,Mid,27.200000000000003,8.666738425296076
881,Andrew Leonard,41.0,14099.03,1,4.56,7.0,2016-02-03 16:50:06,Unit 6154 Box 5113 DPO AP 65306-0703,"Cruz, Carter and Washington",0,Mid,31.919999999999998,9.553932204023571
882,Jessica Leon,49.0,8523.04,1,4.15,5.0,2014-03-09 01:12:14,"PSC 3040, Box 9946 APO AP 11064-1547",Williams-Moreno,0,Mid,20.75,9.050645685840065
883,Amy Garcia,42.0,6406.38,0,3.0,9.0,2007-09-03 23:50:39,"12223 Sean Valley Suite 960 Johnland, IA 33208",Barker Ltd,0,New,27.0,8.765205730009791
884,John Nixon,48.0,5622.5,0,6.05,7.0,2012-11-07 04:58:33,"7186 Justin Locks Apt. 232 Stevenmouth, CT 17609-9525",French-Miller,0,Old,42.35,8.634709524844077
885,Deanna Henry,47.0,6670.37,0,2.55,9.0,2010-03-29 20:16:38,"62894 Summer Village Suite 944 Port Elizabeth, ID 67244-9988","Jones, Collins and Adams",0,New,22.95,8.805580515119882
886,Jeremy Singleton,46.0,13547.39,0,2.67,8.0,2012-04-20 23:59:35,"067 Samuel Greens New Prestonchester, DC 50364-5698",Mckinney-Thompson,0,New,21.36,9.514023000060096
887,Kara Anderson,47.0,9182.81,1,6.45,11.0,2012-04-14 02:53:19,"19845 Hudson Mission Michaelmouth, GA 90290","Douglas, Fleming and Munoz",0,Old,70.95,9.125197430192035
888,Kelly Braun,42.0,9741.19,1,3.85,9.0,2009-12-14 05:47:16,"080 Brewer Ports Suite 299 Erinmouth, TX 28755","Mosley, Tate and Blankenship",0,Mid,34.65,9.184221217358402
889,Amanda Wade,39.0,8880.17,0,4.0,8.0,2011-05-03 06:46:38,"869 Kathleen Dam Apt. 113 East Robertshire, SC 50012-1080","Jordan, Beasley and Moore",0,Mid,32.0,9.091688584063814
890,Jason West,45.0,13122.89,0,5.84,6.0,2016-03-04 12:55:26,"6239 Timothy Overpass Carmenhaven, FM 05708-0772",Santiago-Waller,0,Mid,35.04,9.482189512454887
891,Adam Moore,41.0,12659.88,0,4.55,4.0,2010-01-22 19:08:48,"339 Jeffrey River Suite 638 Fergusonville, DC 25987","Little, White and Davis",0,Mid,18.2,9.446272203551002
892,Brandon Ortiz,37.0,8286.87,1,6.25,8.0,2007-12-13 12:23:32,"276 Thompson Field Apt. 992 South Victoriaton, SC 12848-8182",Ewing Group,0,Old,50.0,9.022548279048063
893,Cindy Marshall,37.0,9229.96,0,3.65,8.0,2015-12-30 19:11:01,"393 Stephens Field South Michelleside, MI 26930",Gomez-Clarke,0,Mid,29.2,9.13031833075576
894,Matthew Barnes,45.0,4863.73,1,5.17,8.0,2011-07-19 18:41:42,"00154 Ashley Course Shannonville, UT 52907",Chavez-Howard,0,Mid,41.36,8.489766494621632
895,Paul Miller,42.0,12800.82,1,3.62,8.0,2007-01-12 13:29:34,"9316 Julian Fort Suite 328 North Leslie, ME 43961",Evans-Lucero,0,Mid,28.96,9.457342627300024
896,Natalie Hodges,52.0,9893.92,0,6.91,7.0,2008-12-28 15:23:58,"8419 William Square Apt. 695 Martinville, RI 34133",Perry and Sons,0,Old,48.370000000000005,9.199776773112625
897,Ana Smith,45.0,12056.18,0,5.46,4.0,2014-06-20 05:10:09,Unit 8633 Box 8738 DPO AA 14126-5026,Schneider-Smith,0,Mid,21.84,9.397415612092711
898,Justin Leonard,51.0,6517.93,1,5.47,10.0,2012-05-30 00:15:43,"49800 Torres Ways Suite 886 West Bradleybury, LA 05945-2648",Robles-Abbott,0,Mid,54.699999999999996,8.78246553102366
899,Joseph Williams,39.0,9315.6,1,5.02,10.0,2010-09-25 12:16:08,"27252 Olivia Burgs Rivasmouth, MN 80121-6348",Davis Group,0,Mid,50.199999999999996,9.13955303425447
